Customer_ID,Age,Gender,Total_Spend,Average_Order_Value,Purchase_Frequency,Last_Purchase_Days,Customer_Rating,Complaint_Raised,Return_Count,Churn
C02597,50,Male,5769,641.0,9,26,5,Yes,0,0
C02598,58,Male,1454,727.0,2,8,4,Yes,3,1
C02599,39,Female,4710,785.0,6,43,1,No,0,0
C02600,35,Male,2400,600.0,4,1,5,No,5,0
C02601,39,Male,1164,388.0,3,47,1,Yes,2,1
C02602,28,Male,7152,894.0,8,78,2,No,0,0
C02603,24,Female,6588,732.0,9,65,3,Yes,0,0
C02604,32,Female,1168,584.0,2,107,1,Yes,3,1
C02605,38,Female,4345,395.0,11,78,3,Yes,4,1
C02606,39,Male,4170,695.0,6,22,1,No,2,0
C02607,58,Female,7272,808.0,9,99,5,No,0,0
C02608,49,Female,926,463.0,2,69,3,Yes,0,0
C02609,26,Male,2163,309.0,7,80,2,Yes,5,1
C02610,27,Female,3078,513.0,6,87,2,Yes,4,1
C02611,52,Female,3666,611.0,6,59,2,No,3,0
C02612,58,Male,5168,646.0,8,109,3,Yes,0,0
C02613,49,Female,4536,648.0,7,12,2,Yes,2,1
C02614,20,Female,438,438.0,1,81,5,Yes,4,1
C02615,38,Male,519,519.0,1,109,2,No,3,1
C02616,20,Female,2124,708.0,3,101,1,Yes,4,1
C02617,40,Female,3112,389.0,8,101,2,No,3,0
C02618,42,Female,2673,891.0,3,61,1,Yes,3,1
C02619,51,Male,3144,786.0,4,56,4,Yes,0,0
C02620,46,Female,2688,336.0,8,5,3,No,3,0
C02621,31,Female,4265,853.0,5,91,5,No,2,0
C02622,28,Male,3776,472.0,8,107,3,Yes,0,0
C02623,40,Female,442,442.0,1,25,4,No,1,0
C02624,25,Male,1614,807.0,2,4,1,No,0,0
C02625,35,Female,3960,792.0,5,99,3,No,1,0
C02626,38,Male,1520,760.0,2,49,1,No,4,0
C02627,34,Female,6370,637.0,10,106,1,No,1,0
C02628,56,Female,5558,794.0,7,42,1,Yes,1,0
C02629,45,Male,3584,512.0,7,30,4,No,3,0
C02630,29,Male,2388,597.0,4,92,5,No,2,0
C02631,53,Female,3755,751.0,5,31,2,No,2,0
C02632,23,Male,349,349.0,1,117,5,Yes,1,0
C02633,48,Female,3976,497.0,8,51,2,Yes,3,1
C02634,40,Female,3558,593.0,6,29,2,No,3,0
C02635,27,Male,7362,818.0,9,99,2,No,4,0
C02636,19,Female,451,451.0,1,60,4,Yes,3,1
C02637,29,Male,2068,517.0,4,85,2,No,4,0
C02638,57,Male,3290,329.0,10,38,4,Yes,0,0
C02639,57,Male,3882,647.0,6,106,2,Yes,3,1
C02640,29,Female,3112,778.0,4,72,3,Yes,2,1
C02641,20,Female,1155,385.0,3,108,1,Yes,1,1
C02642,31,Female,6920,865.0,8,22,5,Yes,0,0
C02643,25,Female,4035,807.0,5,77,5,Yes,3,1
C02644,33,Female,4587,417.0,11,32,1,No,5,0
C02645,25,Female,4416,736.0,6,82,5,No,4,0
C02646,18,Male,1806,301.0,6,40,3,No,2,0
C02647,36,Male,3591,399.0,9,89,3,No,1,0
C02648,38,Male,4214,602.0,7,46,2,Yes,3,1
C02649,19,Male,8592,716.0,12,56,5,No,3,0
C02650,52,Male,6369,579.0,11,64,1,No,5,0
C02651,41,Male,6424,584.0,11,78,5,Yes,1,0
C02652,24,Male,3972,331.0,12,72,1,No,0,0
C02653,60,Female,2310,462.0,5,87,4,No,2,0
C02654,39,Female,2569,367.0,7,13,3,Yes,1,0
C02655,59,Female,2268,324.0,7,43,2,Yes,2,1
C02656,22,Female,9526,866.0,11,25,1,Yes,1,0
C02657,38,Female,884,442.0,2,106,3,Yes,4,1
C02658,21,Male,2343,781.0,3,64,3,Yes,4,1
C02659,43,Male,481,481.0,1,44,5,No,0,0
C02660,34,Male,7744,704.0,11,83,5,Yes,0,0
C02661,36,Female,1022,511.0,2,76,3,Yes,4,1
C02662,52,Male,3256,814.0,4,60,2,Yes,4,1
C02663,48,Female,3745,749.0,5,12,2,No,1,0
C02664,37,Female,786,393.0,2,15,3,No,3,0
C02665,51,Male,8327,757.0,11,53,3,Yes,3,1
C02666,40,Male,5720,715.0,8,7,5,Yes,4,1
C02667,26,Female,6570,730.0,9,81,1,Yes,3,1
C02668,24,Male,4128,688.0,6,113,5,No,5,0
C02669,45,Female,1110,555.0,2,8,1,Yes,4,1
C02670,32,Male,8107,737.0,11,75,4,No,5,0
C02671,41,Female,1852,463.0,4,31,5,Yes,2,1
C02672,28,Female,3408,852.0,4,114,1,Yes,0,0
C02673,41,Female,4668,778.0,6,81,3,No,2,0
C02674,48,Male,4566,761.0,6,29,5,No,0,0
C02675,41,Male,4632,772.0,6,21,2,No,4,0
C02676,39,Female,385,385.0,1,13,4,No,2,0
C02677,50,Female,6237,891.0,7,62,3,No,2,0
C02678,47,Female,3017,431.0,7,35,3,No,4,0
C02679,24,Female,4014,446.0,9,97,3,Yes,0,0
C02680,53,Male,4086,454.0,9,20,5,No,4,0
C02681,39,Male,1000,500.0,2,68,5,No,4,0
C02682,51,Female,7337,667.0,11,66,2,Yes,4,1
C02683,59,Female,4332,722.0,6,24,2,Yes,2,1
C02684,40,Female,5046,841.0,6,68,2,No,2,0
C02685,32,Female,2280,570.0,4,30,4,Yes,3,1
C02686,45,Male,4272,534.0,8,93,2,No,5,0
C02687,53,Female,3520,352.0,10,76,1,Yes,5,1
C02688,43,Male,7500,625.0,12,13,2,No,3,0
C02689,47,Male,1564,782.0,2,48,2,Yes,5,1
C02690,42,Male,843,843.0,1,79,2,No,2,1
C02691,52,Male,1503,501.0,3,91,5,Yes,0,0
C02692,44,Male,674,674.0,1,17,1,Yes,4,1
C02693,41,Male,2275,325.0,7,61,3,No,0,0
C02694,49,Male,7030,703.0,10,20,1,Yes,4,1
C02695,21,Male,2892,723.0,4,109,5,No,2,0
C02696,55,Male,7711,701.0,11,108,1,No,3,0
C02697,23,Female,4350,725.0,6,29,2,Yes,3,1
C02698,54,Female,5920,740.0,8,67,4,No,0,0
C02699,32,Male,399,399.0,1,61,1,No,3,1
C02700,49,Male,5750,575.0,10,88,3,No,3,0
C02701,60,Female,4760,595.0,8,62,1,No,4,0
C02702,24,Male,2331,333.0,7,10,2,Yes,0,0
C02703,42,Male,4716,524.0,9,100,1,Yes,4,1
C02704,20,Male,730,730.0,1,18,2,Yes,3,1
C02705,54,Male,3510,351.0,10,54,5,Yes,2,1
C02706,53,Male,1827,609.0,3,116,3,Yes,2,1
C02707,46,Female,5350,535.0,10,78,3,No,5,0
C02708,24,Male,5957,851.0,7,80,2,Yes,3,1
C02709,22,Female,2970,330.0,9,65,5,No,1,0
C02710,52,Male,4308,359.0,12,61,5,No,3,0
C02711,37,Female,7011,779.0,9,9,2,Yes,1,0
C02712,48,Female,1740,348.0,5,65,4,No,4,0
C02713,57,Female,2656,332.0,8,87,1,No,3,0
C02714,44,Male,2228,557.0,4,8,2,No,5,0
C02715,43,Female,7620,762.0,10,57,5,Yes,1,0
C02716,56,Male,3399,309.0,11,97,4,Yes,4,1
C02717,27,Male,7088,886.0,8,13,3,No,2,0
C02718,21,Female,4739,677.0,7,12,2,Yes,2,1
C02719,25,Male,2148,537.0,4,90,5,No,1,0
C02720,54,Male,3942,438.0,9,28,4,Yes,1,0
C02721,54,Male,464,464.0,1,38,2,No,0,0
C02722,39,Female,618,309.0,2,29,4,No,1,0
C02723,48,Female,9438,858.0,11,62,5,Yes,5,1
C02724,48,Female,1692,423.0,4,29,1,Yes,1,0
C02725,58,Male,2700,450.0,6,33,2,Yes,3,1
C02726,29,Male,9684,807.0,12,48,4,No,2,0
C02727,46,Female,1185,395.0,3,15,3,Yes,3,1
C02728,33,Male,6912,576.0,12,79,5,No,2,0
C02729,44,Male,8830,883.0,10,53,5,No,2,0
C02730,23,Female,788,788.0,1,12,4,Yes,3,1
C02731,35,Male,696,348.0,2,20,3,Yes,0,0
C02732,45,Male,3346,478.0,7,10,3,Yes,2,1
C02733,30,Male,3531,321.0,11,20,5,No,4,0
C02734,29,Male,936,312.0,3,8,1,Yes,2,1
C02735,30,Male,6296,787.0,8,43,4,Yes,2,1
C02736,54,Female,2055,411.0,5,62,1,No,1,0
C02737,59,Female,4356,396.0,11,95,3,No,5,0
C02738,53,Female,3255,465.0,7,13,3,No,2,0
C02739,53,Male,1688,844.0,2,48,3,No,1,0
C02740,27,Female,2412,804.0,3,100,3,No,3,0
C02741,24,Female,4587,417.0,11,98,2,Yes,2,1
C02742,21,Female,1755,351.0,5,33,5,No,0,0
C02743,27,Male,363,363.0,1,11,1,Yes,4,1
C02744,56,Male,4617,513.0,9,40,4,Yes,5,1
C02745,50,Male,1071,357.0,3,83,5,Yes,4,1
C02746,41,Female,3456,576.0,6,56,2,No,2,0
C02747,36,Male,1568,784.0,2,54,4,Yes,4,1
C02748,42,Male,5238,873.0,6,46,1,No,5,0
C02749,42,Male,3755,751.0,5,54,3,No,2,0
C02750,53,Male,6279,897.0,7,117,5,Yes,4,1
C02751,27,Female,2940,420.0,7,81,2,Yes,0,0
C02752,59,Male,7821,869.0,9,90,2,Yes,4,1
C02753,34,Female,5824,728.0,8,21,4,No,3,0
C02754,57,Female,2768,692.0,4,54,1,Yes,1,0
C02755,31,Female,1767,589.0,3,98,3,No,2,0
C02756,39,Male,3663,407.0,9,109,4,Yes,4,1
C02757,38,Male,2970,330.0,9,11,3,No,1,0
C02758,24,Male,2149,307.0,7,43,3,No,0,0
C02759,45,Female,7560,840.0,9,56,3,Yes,1,0
C02760,32,Female,6624,828.0,8,36,2,Yes,4,1
C02761,57,Male,6612,551.0,12,29,3,Yes,3,1
C02762,44,Female,2849,407.0,7,33,5,No,5,0
C02763,56,Male,1401,467.0,3,98,1,No,4,1
C02764,21,Male,4896,544.0,9,41,5,No,5,0
C02765,20,Male,3474,386.0,9,72,4,Yes,2,1
C02766,44,Male,2028,676.0,3,93,1,No,1,1
C02767,46,Female,6561,729.0,9,20,4,Yes,5,1
C02768,30,Male,3495,699.0,5,92,2,Yes,1,0
C02769,28,Male,3647,521.0,7,2,4,No,0,0
C02770,51,Male,5886,654.0,9,67,4,No,5,0
C02771,60,Female,7440,744.0,10,65,2,No,2,0
C02772,40,Male,6985,635.0,11,28,5,No,4,0
C02773,43,Female,3246,541.0,6,86,4,No,1,0
C02774,39,Male,8240,824.0,10,8,3,Yes,1,0
C02775,21,Female,1000,500.0,2,39,5,Yes,3,1
C02776,45,Female,5530,553.0,10,10,1,No,3,0
C02777,54,Female,3512,439.0,8,21,5,No,2,0
C02778,49,Male,1564,391.0,4,56,1,No,1,0
C02779,59,Male,7579,689.0,11,46,1,Yes,2,1
C02780,56,Male,6108,509.0,12,61,5,Yes,5,1
C02781,55,Female,3285,365.0,9,53,3,No,4,0
C02782,26,Female,2070,690.0,3,4,5,No,1,0
C02783,47,Male,1302,434.0,3,19,5,No,4,0
C02784,31,Female,4669,667.0,7,55,1,No,4,0
C02785,42,Male,810,405.0,2,92,4,No,1,0
C02786,46,Male,531,531.0,1,20,1,No,1,0
C02787,31,Female,2238,746.0,3,29,5,No,3,0
C02788,49,Male,2082,347.0,6,38,5,No,0,0
C02789,40,Male,1936,484.0,4,96,1,Yes,0,0
C02790,31,Female,1320,330.0,4,31,2,No,0,0
C02791,49,Female,2400,480.0,5,94,4,Yes,5,1
C02792,39,Female,5384,673.0,8,110,2,No,0,0
C02793,53,Male,726,726.0,1,24,1,No,1,0
C02794,35,Female,3066,511.0,6,111,4,Yes,5,1
C02795,45,Female,1270,635.0,2,82,3,Yes,2,1
C02796,34,Female,6523,593.0,11,120,3,Yes,5,1
C02797,47,Female,1550,310.0,5,99,2,No,5,0
C02798,48,Female,2508,627.0,4,58,4,No,4,0
C02799,46,Female,5976,747.0,8,9,1,Yes,3,1
C02800,35,Male,2520,315.0,8,73,4,No,4,0
C02801,35,Male,9196,836.0,11,11,1,Yes,0,0
C02802,46,Male,8592,716.0,12,94,1,Yes,1,0
C02803,33,Male,4725,525.0,9,24,5,No,4,0
C02804,32,Female,1274,637.0,2,79,1,No,0,1
C02805,59,Male,2685,895.0,3,114,4,No,3,0
C02806,54,Male,4250,850.0,5,79,1,No,2,0
C02807,49,Female,924,308.0,3,71,3,Yes,1,0
C02808,27,Female,3364,841.0,4,117,4,No,3,0
C02809,32,Female,5810,581.0,10,102,4,No,3,0
C02810,48,Male,5551,793.0,7,53,5,Yes,2,1
C02811,50,Male,3900,780.0,5,40,1,Yes,2,1
C02812,32,Female,4900,700.0,7,24,2,Yes,2,1
C02813,18,Female,5499,611.0,9,117,3,Yes,4,1
C02814,48,Female,3524,881.0,4,62,4,Yes,2,1
C02815,40,Male,2907,323.0,9,33,5,No,2,0
C02816,44,Male,6840,855.0,8,1,4,No,0,0
C02817,57,Female,9097,827.0,11,17,2,Yes,4,1
C02818,45,Female,3792,474.0,8,39,1,Yes,0,0
C02819,39,Male,6723,747.0,9,103,2,Yes,0,0
C02820,29,Male,1412,706.0,2,75,4,Yes,3,1
C02821,22,Female,7704,856.0,9,116,5,Yes,2,1
C02822,49,Male,4050,450.0,9,51,4,Yes,5,1
C02823,56,Male,3184,796.0,4,103,3,No,2,0
C02824,49,Male,3744,416.0,9,51,3,Yes,5,1
C02825,45,Male,5733,637.0,9,19,5,No,2,0
C02826,50,Female,403,403.0,1,16,5,No,3,0
C02827,19,Male,4408,551.0,8,70,4,Yes,0,0
C02828,26,Male,6312,789.0,8,99,3,No,0,0
C02829,21,Female,1506,753.0,2,89,1,Yes,1,1
C02830,18,Female,2622,437.0,6,106,3,No,0,0
C02831,31,Female,5400,450.0,12,6,4,Yes,4,1
C02832,35,Male,8880,888.0,10,35,4,No,1,0
C02833,56,Female,566,566.0,1,119,2,Yes,2,1
C02834,37,Male,1724,431.0,4,46,3,Yes,1,0
C02835,34,Female,3531,321.0,11,48,1,No,3,0
C02836,33,Female,2552,319.0,8,73,5,Yes,1,0
C02837,58,Female,2058,343.0,6,69,3,No,3,0
C02838,25,Female,5424,678.0,8,89,2,No,4,0
C02839,54,Male,1314,438.0,3,95,5,Yes,2,1
C02840,41,Male,6543,727.0,9,41,3,Yes,2,1
C02841,43,Male,2250,375.0,6,110,2,No,2,0
C02842,56,Male,7140,595.0,12,53,1,No,4,0
C02843,37,Male,3360,672.0,5,10,3,No,5,0
C02844,55,Female,1126,563.0,2,95,4,No,5,0
C02845,38,Male,4104,684.0,6,118,5,Yes,1,0
C02846,27,Male,3150,315.0,10,49,1,Yes,1,0
C02847,49,Male,4500,750.0,6,30,4,Yes,4,1
C02848,24,Male,4536,378.0,12,80,5,No,0,0
C02849,36,Male,2172,543.0,4,10,5,Yes,0,0
C02850,20,Female,4428,738.0,6,105,4,No,3,0
C02851,27,Female,460,460.0,1,120,3,No,0,0
C02852,21,Female,7974,886.0,9,21,2,No,1,0
C02853,48,Male,4571,653.0,7,9,3,Yes,3,1
C02854,27,Male,3320,415.0,8,117,2,Yes,3,1
C02855,49,Male,5571,619.0,9,108,1,No,5,0
C02856,53,Female,415,415.0,1,56,5,No,5,0
C02857,28,Male,755,755.0,1,59,2,Yes,4,1
C02858,27,Male,736,368.0,2,89,5,No,5,0
C02859,58,Female,2388,398.0,6,59,2,Yes,4,1
C02860,57,Female,1490,745.0,2,15,1,Yes,5,1
C02861,44,Male,3536,884.0,4,2,2,Yes,3,1
C02862,51,Male,6048,672.0,9,115,5,Yes,1,0
C02863,24,Male,2312,578.0,4,68,4,No,2,0
C02864,56,Female,7612,692.0,11,40,4,No,1,0
C02865,40,Female,3325,475.0,7,47,3,No,4,0
C02866,28,Male,650,325.0,2,28,2,Yes,0,0
C02867,51,Male,4858,694.0,7,116,5,Yes,1,0
C02868,46,Male,2580,860.0,3,36,2,No,1,0
C02869,40,Female,3010,301.0,10,46,5,No,4,0
C02870,55,Male,4206,701.0,6,58,3,No,3,0
C02871,31,Male,927,309.0,3,16,2,Yes,4,1
C02872,49,Male,7780,778.0,10,45,4,Yes,1,0
C02873,46,Male,5373,597.0,9,82,2,No,3,0
C02874,23,Male,4459,637.0,7,55,4,Yes,0,0
C02875,31,Male,1256,628.0,2,65,2,No,5,1
C02876,34,Female,2667,381.0,7,32,1,No,2,0
C02877,19,Male,6705,745.0,9,36,1,Yes,1,0
C02878,42,Female,906,302.0,3,92,1,Yes,5,1
C02879,42,Male,6888,574.0,12,48,1,Yes,3,1
C02880,23,Female,9625,875.0,11,45,4,No,4,0
C02881,52,Female,3524,881.0,4,89,2,Yes,0,0
C02882,59,Female,1336,334.0,4,74,1,No,5,0
C02883,57,Male,1352,676.0,2,68,3,No,5,0
C02884,34,Male,7569,841.0,9,24,1,No,0,0
C02885,32,Male,1700,425.0,4,97,5,No,0,0
C02886,28,Male,724,362.0,2,105,5,Yes,1,0
C02887,39,Male,1885,377.0,5,97,4,No,1,0
C02888,46,Female,1818,303.0,6,23,2,No,1,0
C02889,56,Female,3216,804.0,4,116,1,No,2,0
C02890,46,Male,1806,301.0,6,59,5,Yes,3,1
C02891,38,Male,10428,869.0,12,112,1,No,4,0
C02892,34,Male,1076,538.0,2,118,3,Yes,2,1
C02893,32,Male,4312,539.0,8,94,1,Yes,5,1
C02894,60,Male,1311,437.0,3,116,1,Yes,4,1
C02895,48,Female,3152,394.0,8,25,1,Yes,1,0
C02896,36,Male,5076,423.0,12,87,5,No,4,0
C02897,47,Male,3771,419.0,9,101,1,Yes,5,1
C02898,33,Male,4508,644.0,7,75,2,No,4,0
C02899,41,Female,930,310.0,3,27,4,Yes,5,1
C02900,51,Male,1785,357.0,5,54,2,Yes,5,1
C02901,54,Female,2682,894.0,3,109,5,No,3,0
C02902,52,Male,862,431.0,2,117,3,Yes,0,0
C02903,44,Female,4584,382.0,12,12,5,No,0,0
C02904,25,Female,5112,639.0,8,74,2,Yes,5,1
C02905,40,Female,7263,807.0,9,50,3,No,3,0
C02906,25,Male,5520,460.0,12,118,5,Yes,4,1
C02907,33,Male,872,436.0,2,37,2,No,4,0
C02908,28,Male,2024,506.0,4,44,4,Yes,3,1
C02909,54,Female,484,484.0,1,63,3,No,3,0
C02910,53,Male,2310,462.0,5,12,4,No,4,0
C02911,52,Female,4490,449.0,10,17,3,No,5,0
C02912,50,Male,9060,755.0,12,120,5,Yes,2,1
C02913,21,Female,1806,301.0,6,94,2,No,1,0
C02914,20,Female,8680,868.0,10,19,5,Yes,2,1
C02915,27,Male,680,680.0,1,52,2,Yes,4,1
C02916,29,Male,2996,749.0,4,92,1,No,2,0
C02917,43,Male,3060,612.0,5,37,1,Yes,0,0
C02918,39,Male,4780,478.0,10,49,5,Yes,5,1
C02919,33,Male,5536,692.0,8,72,4,Yes,0,0
C02920,35,Female,4416,736.0,6,112,5,No,3,0
C02921,23,Male,2598,433.0,6,46,4,Yes,4,1
C02922,41,Male,6944,868.0,8,32,4,Yes,4,1
C02923,57,Female,4266,711.0,6,37,3,Yes,2,1
C02924,36,Female,3924,436.0,9,10,1,No,5,0
C02925,25,Male,8720,872.0,10,17,5,Yes,0,0
C02926,38,Female,2175,725.0,3,55,5,No,1,0
C02927,38,Male,9672,806.0,12,60,3,No,3,0
C02928,46,Male,5004,834.0,6,32,4,No,0,0
C02929,57,Female,6876,573.0,12,92,4,No,2,0
C02930,53,Female,1089,363.0,3,94,4,No,3,0
C02931,25,Female,2016,504.0,4,104,5,No,2,0
C02932,20,Male,2304,384.0,6,110,5,Yes,4,1
C02933,31,Female,5995,545.0,11,56,1,No,4,0
C02934,51,Male,2025,675.0,3,69,4,No,2,0
C02935,39,Female,1835,367.0,5,9,5,No,1,0
C02936,42,Male,8660,866.0,10,89,4,Yes,4,1
C02937,60,Male,2082,347.0,6,58,5,No,5,0
C02938,42,Female,903,301.0,3,74,3,Yes,0,0
C02939,60,Male,6984,582.0,12,89,1,Yes,3,1
C02940,39,Male,3773,539.0,7,9,2,No,4,0
C02941,49,Male,4590,765.0,6,73,5,No,2,0
C02942,42,Female,5995,545.0,11,68,1,No,0,0
C02943,18,Female,8436,703.0,12,46,3,No,0,0
C02944,49,Female,2564,641.0,4,116,4,No,5,0
C02945,29,Female,3775,755.0,5,30,2,No,1,0
C02946,33,Female,6592,824.0,8,36,2,Yes,1,0
C02947,56,Female,2480,620.0,4,18,5,Yes,3,1
C02948,48,Female,2700,900.0,3,35,4,No,3,0
C02949,47,Female,1030,515.0,2,16,2,No,0,0
C02950,35,Male,7380,738.0,10,2,5,Yes,0,0
C02951,37,Female,1332,333.0,4,109,5,No,2,0
C02952,19,Female,2332,583.0,4,16,1,Yes,3,1
C02953,28,Male,1953,651.0,3,63,3,Yes,2,1
C02954,27,Male,2912,416.0,7,34,3,No,4,0
C02955,59,Female,4961,451.0,11,116,4,No,0,0
C02956,19,Male,7711,701.0,11,53,4,No,2,0
C02957,52,Male,3395,679.0,5,85,3,No,4,0
C02958,18,Male,1767,589.0,3,10,2,Yes,4,1
C02959,43,Female,3816,636.0,6,42,5,No,3,0
C02960,18,Female,5520,460.0,12,56,3,Yes,0,0
C02961,34,Female,4038,673.0,6,45,5,No,5,0
C02962,43,Female,6136,767.0,8,21,4,No,4,0
C02963,58,Female,5392,674.0,8,54,2,Yes,4,1
C02964,56,Male,6325,575.0,11,44,1,Yes,5,1
C02965,33,Male,2256,752.0,3,64,4,Yes,2,1
C02966,54,Male,1860,310.0,6,43,3,No,0,0
C02967,53,Female,570,570.0,1,69,5,Yes,1,0
C02968,23,Female,3997,571.0,7,22,3,Yes,4,1
C02969,22,Male,5808,528.0,11,78,1,Yes,0,0
C02970,58,Male,8190,819.0,10,45,2,Yes,2,1
C02971,36,Female,346,346.0,1,8,1,No,3,0
C02972,38,Female,7908,659.0,12,76,2,No,2,0
C02973,24,Male,5334,889.0,6,67,2,No,0,0
C02974,56,Male,3756,313.0,12,57,4,Yes,2,1
C02975,28,Female,5115,465.0,11,10,5,Yes,1,0
C02976,45,Female,2790,310.0,9,112,4,No,0,0
C02977,59,Male,3285,365.0,9,42,3,No,0,0
C02978,21,Male,1076,538.0,2,4,2,Yes,3,1
C02979,38,Male,2436,609.0,4,70,1,No,4,0
C02980,51,Male,1146,573.0,2,23,2,Yes,3,1
C02981,48,Female,5274,586.0,9,79,4,Yes,3,1
C02982,52,Female,7263,807.0,9,89,1,Yes,1,0
C02983,18,Male,5520,690.0,8,71,5,No,0,0
C02984,28,Male,7452,828.0,9,105,3,No,4,0
C02985,39,Male,1792,896.0,2,102,2,No,1,1
C02986,51,Female,2240,448.0,5,80,5,No,0,0
C02987,39,Female,4104,456.0,9,96,3,Yes,1,0
C02988,45,Male,898,449.0,2,3,1,Yes,5,1
C02989,28,Female,6984,776.0,9,10,3,Yes,1,0
C02990,32,Male,2400,300.0,8,15,1,No,0,0
C02991,30,Male,1611,537.0,3,11,4,Yes,1,0
C02992,41,Female,2334,389.0,6,38,2,Yes,4,1
C02993,51,Male,3600,400.0,9,24,1,No,3,0
C02994,44,Female,7623,847.0,9,111,2,No,5,0
C02995,59,Female,3424,856.0,4,69,1,No,5,0
C02996,29,Male,2532,633.0,4,77,4,No,5,0
C02997,18,Male,1420,710.0,2,109,2,Yes,5,1
C02998,59,Female,3176,794.0,4,114,2,No,3,0
C02999,27,Female,7992,666.0,12,83,3,Yes,4,1
C03000,36,Male,6858,762.0,9,32,3,No,2,0
C03001,37,Male,3472,868.0,4,86,2,Yes,5,1
C03002,29,Female,2007,669.0,3,22,1,Yes,5,1
C03003,37,Male,2790,558.0,5,88,2,No,2,0
C03004,30,Female,1968,492.0,4,10,3,Yes,4,1
C03005,58,Female,6780,565.0,12,112,1,Yes,5,1
C03006,18,Female,2784,348.0,8,74,2,Yes,4,1
C03007,38,Female,3366,561.0,6,80,1,No,3,0
C03008,43,Male,2832,472.0,6,85,3,Yes,3,1
C03009,47,Female,2220,740.0,3,51,4,Yes,0,0
C03010,37,Male,2079,693.0,3,56,2,Yes,4,1
C03011,32,Female,6479,589.0,11,15,2,Yes,5,1
C03012,54,Female,1708,427.0,4,109,5,Yes,0,0
C03013,42,Female,9996,833.0,12,112,1,Yes,4,1
C03014,19,Male,1816,454.0,4,47,3,No,5,0
C03015,43,Female,4092,341.0,12,60,1,No,2,0
C03016,35,Female,8050,805.0,10,29,2,No,5,0
C03017,36,Female,3715,743.0,5,83,3,No,0,0
C03018,53,Female,3985,797.0,5,79,3,No,3,0
C03019,57,Female,2989,427.0,7,91,2,Yes,1,0
C03020,48,Female,3210,535.0,6,75,5,Yes,5,1
C03021,55,Female,4411,401.0,11,50,5,Yes,3,1
C03022,37,Female,6980,698.0,10,11,5,Yes,5,1
C03023,45,Female,8796,733.0,12,73,5,No,1,0
C03024,60,Female,3516,879.0,4,57,5,No,1,0
C03025,27,Male,1254,627.0,2,102,4,No,4,0
C03026,57,Male,624,624.0,1,105,5,Yes,5,1
C03027,25,Female,1666,833.0,2,17,1,No,3,0
C03028,51,Male,3576,596.0,6,120,5,No,5,0
C03029,50,Female,2944,736.0,4,96,1,Yes,5,1
C03030,40,Male,5096,637.0,8,33,3,No,1,0
C03031,60,Male,10512,876.0,12,93,1,No,5,0
C03032,31,Male,1548,387.0,4,44,2,No,4,0
C03033,39,Female,6970,697.0,10,100,1,Yes,0,0
C03034,42,Female,4718,674.0,7,112,5,Yes,5,1
C03035,26,Male,5364,447.0,12,45,3,No,1,0
C03036,22,Male,4584,764.0,6,115,3,No,1,0
C03037,58,Female,10644,887.0,12,85,1,No,2,0
C03038,53,Female,2885,577.0,5,34,2,No,0,0
C03039,29,Female,7092,788.0,9,7,2,Yes,1,0
C03040,40,Male,4206,701.0,6,61,5,No,5,0
C03041,32,Female,3376,844.0,4,55,1,No,2,0
C03042,29,Female,4404,734.0,6,15,5,Yes,2,1
C03043,25,Female,3048,381.0,8,92,4,No,1,0
C03044,22,Female,3267,363.0,9,12,1,No,2,0
C03045,51,Male,3270,545.0,6,113,2,Yes,0,0
C03046,44,Female,1962,654.0,3,6,3,No,2,0
C03047,51,Female,844,422.0,2,44,3,No,1,0
C03048,53,Female,882,882.0,1,49,1,Yes,3,1
C03049,40,Male,3468,578.0,6,22,4,Yes,2,1
C03050,32,Female,3553,323.0,11,42,3,Yes,0,0
C03051,54,Male,305,305.0,1,116,1,No,0,1
C03052,28,Male,359,359.0,1,29,1,No,2,0
C03053,21,Female,3990,570.0,7,75,4,Yes,0,0
C03054,21,Female,7512,626.0,12,92,5,No,4,0
C03055,47,Female,4571,653.0,7,76,1,Yes,3,1
C03056,51,Male,5448,454.0,12,50,1,Yes,1,0
C03057,53,Male,4851,539.0,9,82,5,Yes,5,1
C03058,59,Male,9724,884.0,11,8,1,Yes,2,1
C03059,55,Male,5901,843.0,7,77,4,No,5,0
C03060,59,Male,5489,499.0,11,38,4,Yes,2,1
C03061,54,Female,3136,392.0,8,50,2,No,3,0
C03062,38,Female,3619,517.0,7,40,2,Yes,4,1
C03063,19,Male,1785,595.0,3,75,4,Yes,2,1
C03064,32,Female,1839,613.0,3,56,5,Yes,2,1
C03065,56,Female,5873,839.0,7,55,1,No,0,0
C03066,51,Female,2010,402.0,5,75,4,Yes,3,1
C03067,20,Male,2358,786.0,3,108,3,Yes,2,1
C03068,55,Female,4488,561.0,8,105,5,Yes,4,1
C03069,42,Female,2490,830.0,3,92,4,No,0,0
C03070,36,Male,3765,753.0,5,112,2,No,1,0
C03071,47,Female,1911,637.0,3,35,3,Yes,0,0
C03072,22,Male,7776,864.0,9,31,5,Yes,3,1
C03073,35,Female,3806,346.0,11,4,1,Yes,5,1
C03074,40,Female,5320,665.0,8,111,3,Yes,3,1
C03075,30,Female,4400,440.0,10,110,3,No,2,0
C03076,46,Male,669,669.0,1,26,2,No,5,0
C03077,35,Female,814,814.0,1,73,1,No,0,1
C03078,44,Female,1030,515.0,2,76,5,Yes,2,1
